"X","Cancer_type","Pathway","Gene"
5042,"THYM","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
5043,"THYM","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
5044,"THYM","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
5045,"THYM","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
5046,"THYM","Phosphatidylinositol Phosphate Metabolism",""
5047,"THYM","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
5048,"THYM","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
5049,"THYM","Phosphatidylinositol Phosphate Metabolism","FIG4"
5050,"THYM","Phosphatidylinositol Phosphate Metabolism","VAC14"
5051,"THYM","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
5052,"THYM","Phosphatidylinositol Phosphate Metabolism","INPP4B"
5053,"THYM","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
5054,"THYM","Phosphatidylinositol Phosphate Metabolism","INPP5D"
5055,"THYM","Phosphatidylinositol Phosphate Metabolism","INPP5E"
5056,"THYM","Phosphatidylinositol Phosphate Metabolism","PI4KA"
5057,"THYM","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
5058,"THYM","Phosphatidylinositol Phosphate Metabolism","ERBB2"
5059,"THYM","Phosphatidylinositol Phosphate Metabolism",""
5060,"THYM","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
5061,"THYM","Phosphatidylinositol Phosphate Metabolism","PTEN"
5062,"THYM","Phosphatidylinositol Phosphate Metabolism","PLCB1"
5063,"THYM","Warburg Effect","SLC2A2"
5064,"THYM","Warburg Effect","HK2"
5065,"THYM","Warburg Effect","GPI"
5066,"THYM","Warburg Effect","PFKL"
5067,"THYM","Warburg Effect","ALDOB"
5068,"THYM","Warburg Effect","GAPDH"
5069,"THYM","Warburg Effect","PGK1"
5070,"THYM","Warburg Effect","PGAM2"
5071,"THYM","Warburg Effect","ENO1"
5072,"THYM","Warburg Effect","PKLR"
5073,"THYM","Warburg Effect","MPC1"
5074,"THYM","Warburg Effect","PC"
5075,"THYM","Warburg Effect","PDHA1"
5076,"THYM","Warburg Effect","PDHB"
5077,"THYM","Warburg Effect","DLAT"
5078,"THYM","Warburg Effect","DLD"
5079,"THYM","Warburg Effect","CS"
5080,"THYM","Warburg Effect","LDHAL6A"
5081,"THYM","Warburg Effect","SLC16A1"
5082,"THYM","Warburg Effect","ACO2"
5083,"THYM","Warburg Effect","IDH3A"
5084,"THYM","Warburg Effect","IDH3B"
5085,"THYM","Warburg Effect","IDH3G"
5086,"THYM","Warburg Effect","OGDH"
5087,"THYM","Warburg Effect","DLST"
5088,"THYM","Warburg Effect","SUCLG1"
5089,"THYM","Warburg Effect","SUCLG2"
5090,"THYM","Warburg Effect","SDHA"
5091,"THYM","Warburg Effect","SDHB"
5092,"THYM","Warburg Effect","SDHC"
5093,"THYM","Warburg Effect","SDHD"
5094,"THYM","Warburg Effect","FH"
5095,"THYM","Warburg Effect","MDH1"
5096,"THYM","Warburg Effect","GLUD1"
5097,"THYM","Warburg Effect","GLS2"
5098,"THYM","Warburg Effect","SLC1A5"
5099,"THYM","Warburg Effect","TALDO1"
5100,"THYM","Warburg Effect","TKT"
5101,"THYM","Warburg Effect","RPIA"
5102,"THYM","Warburg Effect","PGLS"
5103,"THYM","Warburg Effect","G6PD"
5104,"THYM","Warburg Effect","PGD"
5105,"THYM","Warburg Effect",""
5106,"THYM","Warburg Effect","ACO1"
5107,"THYM","Warburg Effect","IDH1"
5108,"THYM","Warburg Effect","PKM"
5109,"THYM","Mitochondrial Electron Transport Chain","SLC37A4"
5110,"THYM","Mitochondrial Electron Transport Chain","SLC25A4"
5111,"THYM","Mitochondrial Electron Transport Chain","ATP5G2"
5112,"THYM","Mitochondrial Electron Transport Chain","ATP5A1"
5113,"THYM","Mitochondrial Electron Transport Chain","ATP5E"
5114,"THYM","Mitochondrial Electron Transport Chain","ATP5B"
5115,"THYM","Mitochondrial Electron Transport Chain","ATP5F1"
5116,"THYM","Mitochondrial Electron Transport Chain","ATP5D"
5117,"THYM","Mitochondrial Electron Transport Chain","ATP5C1"
5118,"THYM","Mitochondrial Electron Transport Chain","MT-ATP6"
5119,"THYM","Mitochondrial Electron Transport Chain","GPD2"
5120,"THYM","Mitochondrial Electron Transport Chain","NDUFA1"
5121,"THYM","Mitochondrial Electron Transport Chain","SDHA"
5122,"THYM","Mitochondrial Electron Transport Chain","SDHB"
5123,"THYM","Mitochondrial Electron Transport Chain","SDHC"
5124,"THYM","Mitochondrial Electron Transport Chain","SDHD"
5125,"THYM","Mitochondrial Electron Transport Chain","CYCS"
5126,"THYM","Mitochondrial Electron Transport Chain","UQCRC1"
5127,"THYM","Mitochondrial Electron Transport Chain","MT-CO1"
5128,"THYM","Mitochondrial Electron Transport Chain","GPD1"
5129,"THYM","Mitochondrial Electron Transport Chain","GAPDH"
5130,"UCEC","Ethanol Degradation","ADH1B"
5131,"UCEC","Ethanol Degradation","ALDH2"
5132,"UCEC","Ethanol Degradation","CYP2E1"
5133,"UCEC","Ethanol Degradation","CAT"
5134,"UCEC","Ethanol Degradation","ACSS2"
5135,"UCEC","Ethanol Degradation","ACSS1"
5136,"UCEC","Ethanol Degradation","ALDH1B1"
5137,"UCEC","Purine Metabolism","NUDT2"
5138,"UCEC","Purine Metabolism","NME6"
5139,"UCEC","Purine Metabolism","ENTPD5"
5140,"UCEC","Purine Metabolism","ENTPD8"
5141,"UCEC","Purine Metabolism","GUK1"
5142,"UCEC","Purine Metabolism","NT5C2"
5143,"UCEC","Purine Metabolism","DGUOK"
5144,"UCEC","Purine Metabolism","APRT"
5145,"UCEC","Purine Metabolism","PNP"
5146,"UCEC","Purine Metabolism","HPRT1"
5147,"UCEC","Purine Metabolism","GDA"
5148,"UCEC","Purine Metabolism","NUDT5"
5149,"UCEC","Purine Metabolism","PRPS1L1"
5150,"UCEC","Purine Metabolism","PPAT"
5151,"UCEC","Purine Metabolism","GART"
5152,"UCEC","Purine Metabolism","PFAS"
5153,"UCEC","Purine Metabolism","PAICS"
5154,"UCEC","Purine Metabolism","ADSL"
5155,"UCEC","Purine Metabolism","ATIC"
5156,"UCEC","Purine Metabolism","ITPA"
5157,"UCEC","Purine Metabolism","GMPS"
5158,"UCEC","Purine Metabolism","IMPDH1"
5159,"UCEC","Purine Metabolism","GMPR"
5160,"UCEC","Purine Metabolism","XDH"
5161,"UCEC","Purine Metabolism","ADSS"
5162,"UCEC","Purine Metabolism","AMPD1"
5163,"UCEC","Purine Metabolism","ADA"
5164,"UCEC","Purine Metabolism","AK1"
5165,"UCEC","Purine Metabolism","ATAD1"
5166,"UCEC","Purine Metabolism","PDE4D"
5167,"UCEC","Purine Metabolism","ADCY10"
5168,"UCEC","Purine Metabolism","GUCY1A2"
5169,"UCEC","Purine Metabolism","GUCY1B3"
5170,"UCEC","Purine Metabolism","PDE10A"
5171,"UCEC","Purine Metabolism","TXN"
5172,"UCEC","Purine Metabolism","RRM1"
5173,"UCEC","Purine Metabolism","RRM2"
5174,"UCEC","Purine Metabolism","HPRT1"
5175,"UCEC","Purine Metabolism","IMPDH1"
5176,"UCEC","Purine Metabolism","GMPS"
5177,"UCEC","Purine Metabolism","TPMT"
5178,"UCEC","Purine Metabolism","RAC1"
5179,"UCEC","Purine Metabolism","AOX1"
5180,"UCEC","Purine Metabolism","PPAT"
5181,"UCEC","Purine Metabolism","SLC29A2"
5182,"UCEC","Purine Metabolism","SLC28A3"
5183,"UCEC","Purine Metabolism","SLC29A1"
5184,"UCEC","Purine Metabolism","SLC28A2"
5185,"UCEC","Purine Metabolism","ABCC5"
5186,"UCEC","Purine Metabolism","ABCC4"
5187,"UCEC","Purine Metabolism","XDH"
5188,"UCEC","Purine Metabolism","ADK"
5189,"UCEC","Trehalose Degradation","TREH"
5190,"UCEC","Trehalose Degradation","SLC5A1"
5191,"UCEC","Trehalose Degradation","SLC2A2"
5192,"UCEC","Trehalose Degradation","GCK"
5193,"UCEC","Trehalose Degradation","ATP1A1"
5194,"UCEC","Trehalose Degradation","ATP1A2"
5195,"UCEC","Trehalose Degradation","ATP1A3"
5196,"UCEC","Trehalose Degradation","ATP1A4"
5197,"UCEC","Trehalose Degradation","ATP1B1"
5198,"UCEC","Trehalose Degradation","ATP1B2"
5199,"UCEC","Trehalose Degradation","ATP1B3"
5200,"UCEC","Trehalose Degradation",""
5201,"UCEC","Trehalose Degradation","FXYD2"
5202,"UCEC","Pyrimidine Metabolism","CAD"
5203,"UCEC","Pyrimidine Metabolism","DHODH"
5204,"UCEC","Pyrimidine Metabolism","UMPS "
5205,"UCEC","Pyrimidine Metabolism","CANT1"
5206,"UCEC","Pyrimidine Metabolism","CMPK2"
5207,"UCEC","Pyrimidine Metabolism","NME6"
5208,"UCEC","Pyrimidine Metabolism","AK3"
5209,"UCEC","Pyrimidine Metabolism","ITPA"
5210,"UCEC","Pyrimidine Metabolism","CTPS1"
5211,"UCEC","Pyrimidine Metabolism","NT5C2"
5212,"UCEC","Pyrimidine Metabolism","GDA"
5213,"UCEC","Pyrimidine Metabolism","UPP2"
5214,"UCEC","Pyrimidine Metabolism","DPYD"
5215,"UCEC","Pyrimidine Metabolism","DPYS"
5216,"UCEC","Pyrimidine Metabolism","UPB1"
5217,"UCEC","Pyrimidine Metabolism","RRM2"
5218,"UCEC","Pyrimidine Metabolism","RRM2B"
5219,"UCEC","Pyrimidine Metabolism","UCKL1"
5220,"UCEC","Pyrimidine Metabolism","CDA"
5221,"UCEC","Pyrimidine Metabolism","TYMP"
5222,"UCEC","Pyrimidine Metabolism","DCTD"
5223,"UCEC","Pyrimidine Metabolism","TK1"
5224,"UCEC","Pyrimidine Metabolism","TYMS"
5225,"UCEC","Pyrimidine Metabolism","DUT"
5226,"UCEC","Sulfate_Sulfite Metabolism","SUOX"
5227,"UCEC","Sulfate_Sulfite Metabolism","PAPSS2"
5228,"UCEC","Sulfate_Sulfite Metabolism","BPNT1"
5229,"UCEC","Sulfate_Sulfite Metabolism","SULT1E1"
5230,"UCEC","Sulfate_Sulfite Metabolism","SULT1A1"
5231,"UCEC","Sulfate_Sulfite Metabolism","SULT2B1"
5232,"UCEC","Sulfate_Sulfite Metabolism","CHST11"
5233,"UCEC","Arginine and Proline Metabolism","ASS1"
5234,"UCEC","Arginine and Proline Metabolism","ASL"
5235,"UCEC","Arginine and Proline Metabolism","CPS1"
5236,"UCEC","Arginine and Proline Metabolism","GLUD1"
5237,"UCEC","Arginine and Proline Metabolism","OAT"
5238,"UCEC","Arginine and Proline Metabolism","ALDH4A1"
5239,"UCEC","Arginine and Proline Metabolism","PRODH"
5240,"UCEC","Arginine and Proline Metabolism","PYCR2"
5241,"UCEC","Arginine and Proline Metabolism","P4HA3"
5242,"UCEC","Arginine and Proline Metabolism","RARS2"
5243,"UCEC","Arginine and Proline Metabolism","GATM"
5244,"UCEC","Arginine and Proline Metabolism","GAMT"
5245,"UCEC","Arginine and Proline Metabolism","CKB"
5246,"UCEC","Arginine and Proline Metabolism","ARG1"
5247,"UCEC","Arginine and Proline Metabolism","OTC"
5248,"UCEC","Arginine and Proline Metabolism","SLC25A15"
5249,"UCEC","Arginine and Proline Metabolism","DAO"
5250,"UCEC","Arginine and Proline Metabolism","GOT1"
5251,"UCEC","Arginine and Proline Metabolism","NOS1"
5252,"UCEC","Arginine and Proline Metabolism","EPRS"
5253,"UCEC","Caffeine Metabolism","CYP1A2"
5254,"UCEC","Caffeine Metabolism","CYP2E1"
5255,"UCEC","Caffeine Metabolism","NAT2"
5256,"UCEC","Caffeine Metabolism","CYP3A4"
5257,"UCEC","Caffeine Metabolism","CYP2C8"
5258,"UCEC","Caffeine Metabolism","CYP2C9"
5259,"UCEC","Caffeine Metabolism","XDH"
5260,"UCEC","Caffeine Metabolism","CYP2A6"
5261,"UCEC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
5262,"UCEC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
5263,"UCEC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
5264,"UCEC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
5265,"UCEC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
5266,"UCEC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
5267,"UCEC","Phosphatidylinositol Phosphate Metabolism",""
5268,"UCEC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
5269,"UCEC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
5270,"UCEC","Phosphatidylinositol Phosphate Metabolism","FIG4"
5271,"UCEC","Phosphatidylinositol Phosphate Metabolism","VAC14"
5272,"UCEC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
5273,"UCEC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
5274,"UCEC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
5275,"UCEC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
5276,"UCEC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
5277,"UCEC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
5278,"UCEC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
5279,"UCEC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
5280,"UCEC","Phosphatidylinositol Phosphate Metabolism",""
5281,"UCEC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
5282,"UCEC","Phosphatidylinositol Phosphate Metabolism","PTEN"
5283,"UCEC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
5284,"UCEC","Nucleotide Excision Repair",""
5285,"UCEC","Nucleotide Excision Repair",""
5286,"UCEC","Nucleotide Excision Repair","ERCC2"
5287,"UCEC","Nucleotide Excision Repair",""
5288,"UCEC","Nucleotide Excision Repair",""
5289,"UCEC","Nucleotide Excision Repair","POLR1A"
5290,"UCEC","Nucleotide Excision Repair",""
5291,"UCEC","Nucleotide Excision Repair","ERCC4"
5292,"UCEC","Nucleotide Excision Repair","PAPD7"
5293,"UCEC","Nucleotide Excision Repair","POLE"
5294,"UCEC","Nucleotide Excision Repair","LIG1"
5295,"UCEC","Warburg Effect","SLC2A2"
5296,"UCEC","Warburg Effect","HK2"
5297,"UCEC","Warburg Effect","GPI"
5298,"UCEC","Warburg Effect","PFKL"
5299,"UCEC","Warburg Effect","ALDOB"
5300,"UCEC","Warburg Effect","GAPDH"
5301,"UCEC","Warburg Effect","PGK1"
5302,"UCEC","Warburg Effect","PGAM2"
5303,"UCEC","Warburg Effect","ENO1"
5304,"UCEC","Warburg Effect","PKLR"
5305,"UCEC","Warburg Effect","MPC1"
5306,"UCEC","Warburg Effect","PC"
5307,"UCEC","Warburg Effect","PDHA1"
5308,"UCEC","Warburg Effect","PDHB"
5309,"UCEC","Warburg Effect","DLAT"
5310,"UCEC","Warburg Effect","DLD"
5311,"UCEC","Warburg Effect","CS"
5312,"UCEC","Warburg Effect","LDHAL6A"
5313,"UCEC","Warburg Effect","SLC16A1"
5314,"UCEC","Warburg Effect","ACO2"
5315,"UCEC","Warburg Effect","IDH3A"
5316,"UCEC","Warburg Effect","IDH3B"
5317,"UCEC","Warburg Effect","IDH3G"
5318,"UCEC","Warburg Effect","OGDH"
5319,"UCEC","Warburg Effect","DLST"
5320,"UCEC","Warburg Effect","SUCLG1"
5321,"UCEC","Warburg Effect","SUCLG2"
5322,"UCEC","Warburg Effect","SDHA"
5323,"UCEC","Warburg Effect","SDHB"
5324,"UCEC","Warburg Effect","SDHC"
5325,"UCEC","Warburg Effect","SDHD"
5326,"UCEC","Warburg Effect","FH"
5327,"UCEC","Warburg Effect","MDH1"
5328,"UCEC","Warburg Effect","GLUD1"
5329,"UCEC","Warburg Effect","GLS2"
5330,"UCEC","Warburg Effect","SLC1A5"
5331,"UCEC","Warburg Effect","TALDO1"
5332,"UCEC","Warburg Effect","TKT"
5333,"UCEC","Warburg Effect","RPIA"
5334,"UCEC","Warburg Effect","PGLS"
5335,"UCEC","Warburg Effect","G6PD"
5336,"UCEC","Warburg Effect","PGD"
5337,"UCEC","Warburg Effect",""
5338,"UCEC","Warburg Effect","ACO1"
5339,"UCEC","Warburg Effect","IDH1"
5340,"UCEC","Warburg Effect","PKM"
5341,"UCEC","Glutamate Metabolism","PIG59"
5342,"UCEC","Glutamate Metabolism","GLS2"
5343,"UCEC","Glutamate Metabolism","GFPT1"
5344,"UCEC","Glutamate Metabolism","GNPNAT1"
5345,"UCEC","Glutamate Metabolism","NAGK"
5346,"UCEC","Glutamate Metabolism","CAD"
5347,"UCEC","Glutamate Metabolism","CPS1"
5348,"UCEC","Glutamate Metabolism","PPAT"
5349,"UCEC","Glutamate Metabolism","GMPS"
5350,"UCEC","Glutamate Metabolism","NADSYN1"
5351,"UCEC","Glutamate Metabolism","ALDH4A1"
5352,"UCEC","Glutamate Metabolism","GPT"
5353,"UCEC","Glutamate Metabolism","GLUD1"
5354,"UCEC","Glutamate Metabolism","GOT2"
5355,"UCEC","Glutamate Metabolism","EARS2"
5356,"UCEC","Glutamate Metabolism","GCLC"
5357,"UCEC","Glutamate Metabolism","GCLM"
5358,"UCEC","Glutamate Metabolism","GSS"
5359,"UCEC","Glutamate Metabolism","GSR"
5360,"UCEC","Glutamate Metabolism","GAD1"
5361,"UCEC","Glutamate Metabolism","ABAT"
5362,"UCEC","Glutamate Metabolism","ALDH5A1"
5363,"UCEC","Glutamate Metabolism","QARS"
5364,"UCEC","Sphingolipid Metabolism","SPTLC2"
5365,"UCEC","Sphingolipid Metabolism","SPTLC1"
5366,"UCEC","Sphingolipid Metabolism","KDSR"
5367,"UCEC","Sphingolipid Metabolism","SPHK2"
5368,"UCEC","Sphingolipid Metabolism","SGPP2"
5369,"UCEC","Sphingolipid Metabolism","PPAP2A"
5370,"UCEC","Sphingolipid Metabolism","SGPL1"
5371,"UCEC","Sphingolipid Metabolism","DEGS2"
5372,"UCEC","Sphingolipid Metabolism","ACER1"
5373,"UCEC","Sphingolipid Metabolism","CERK"
5374,"UCEC","Sphingolipid Metabolism","SGMS1"
5375,"UCEC","Sphingolipid Metabolism","ENPP7"
5376,"UCEC","Sphingolipid Metabolism","UGT8"
5377,"UCEC","Sphingolipid Metabolism","GALC"
5378,"UCEC","Sphingolipid Metabolism","GBA"
5379,"UCEC","Sphingolipid Metabolism","UGCG"
5380,"UCEC","Sphingolipid Metabolism","GLB1"
5381,"UCEC","Sphingolipid Metabolism","B4GALT6"
5382,"UCEC","Sphingolipid Metabolism","GAL3ST1"
5383,"UCEC","Sphingolipid Metabolism","ARSA"
5384,"UCEC","Sphingolipid Metabolism","GLA"
5385,"UCEC","Sphingolipid Metabolism","NEU3"
5386,"UCEC","Sphingolipid Metabolism","ACER3"
5387,"UCEC","Inositol Metabolism","ISYNA1"
5388,"UCEC","Inositol Metabolism","IPMK"
5389,"UCEC","Inositol Metabolism","ITPK1"
5390,"UCEC","Inositol Metabolism","IPPK"
5391,"UCEC","Inositol Metabolism","MINPP1"
5392,"UCEC","Inositol Metabolism","ITPKA"
5393,"UCEC","Inositol Metabolism","INPP5J"
5394,"UCEC","Inositol Metabolism","INPP1"
5395,"UCEC","Inositol Metabolism","IMPA1"
5396,"UCEC","Inositol Metabolism","MIOX"
5397,"UCEC","Inositol Metabolism","INPP4A"
5398,"UCEC","Inositol Metabolism","PLCD3"
5399,"UCEC","Inositol Metabolism","PIKFYVE"
5400,"UCEC","Inositol Metabolism","FIG4"
5401,"UCEC","Inositol Metabolism","VAC14"
5402,"UCEC","Inositol Metabolism","PI4KA"
5403,"UCEC","Inositol Metabolism","PIK3C3"
5404,"UCEC","Inositol Metabolism","PIK3R4"
5405,"UCEC","Inositol Metabolism",""
5406,"UCEC","Inositol Metabolism","AMBRA1"
5407,"UCEC","Inositol Metabolism","PIK3CA"
5408,"UCEC","Inositol Metabolism","PTPMT1"
5409,"UCEC","Mitochondrial Electron Transport Chain","SLC37A4"
5410,"UCEC","Mitochondrial Electron Transport Chain","SLC25A4"
5411,"UCEC","Mitochondrial Electron Transport Chain","ATP5G2"
5412,"UCEC","Mitochondrial Electron Transport Chain","ATP5A1"
5413,"UCEC","Mitochondrial Electron Transport Chain","ATP5E"
5414,"UCEC","Mitochondrial Electron Transport Chain","ATP5B"
5415,"UCEC","Mitochondrial Electron Transport Chain","ATP5F1"
5416,"UCEC","Mitochondrial Electron Transport Chain","ATP5D"
5417,"UCEC","Mitochondrial Electron Transport Chain","ATP5C1"
5418,"UCEC","Mitochondrial Electron Transport Chain","MT-ATP6"
5419,"UCEC","Mitochondrial Electron Transport Chain","GPD2"
5420,"UCEC","Mitochondrial Electron Transport Chain","NDUFA1"
5421,"UCEC","Mitochondrial Electron Transport Chain","SDHA"
5422,"UCEC","Mitochondrial Electron Transport Chain","SDHB"
5423,"UCEC","Mitochondrial Electron Transport Chain","SDHC"
5424,"UCEC","Mitochondrial Electron Transport Chain","SDHD"
5425,"UCEC","Mitochondrial Electron Transport Chain","CYCS"
5426,"UCEC","Mitochondrial Electron Transport Chain","UQCRC1"
5427,"UCEC","Mitochondrial Electron Transport Chain","MT-CO1"
5428,"UCEC","Mitochondrial Electron Transport Chain","GPD1"
5429,"UCEC","Mitochondrial Electron Transport Chain","GAPDH"
5430,"UCS","Ethanol Degradation","ADH1B"
5431,"UCS","Ethanol Degradation","ALDH2"
5432,"UCS","Ethanol Degradation","CYP2E1"
5433,"UCS","Ethanol Degradation","CAT"
5434,"UCS","Ethanol Degradation","ACSS2"
5435,"UCS","Ethanol Degradation","ACSS1"
5436,"UCS","Ethanol Degradation","ALDH1B1"
5437,"UCS","Pyrimidine Metabolism","CAD"
5438,"UCS","Pyrimidine Metabolism","DHODH"
5439,"UCS","Pyrimidine Metabolism","UMPS "
5440,"UCS","Pyrimidine Metabolism","CANT1"
5441,"UCS","Pyrimidine Metabolism","CMPK2"
5442,"UCS","Pyrimidine Metabolism","NME6"
5443,"UCS","Pyrimidine Metabolism","AK3"
5444,"UCS","Pyrimidine Metabolism","ITPA"
5445,"UCS","Pyrimidine Metabolism","CTPS1"
5446,"UCS","Pyrimidine Metabolism","NT5C2"
5447,"UCS","Pyrimidine Metabolism","GDA"
5448,"UCS","Pyrimidine Metabolism","UPP2"
5449,"UCS","Pyrimidine Metabolism","DPYD"
5450,"UCS","Pyrimidine Metabolism","DPYS"
5451,"UCS","Pyrimidine Metabolism","UPB1"
5452,"UCS","Pyrimidine Metabolism","RRM2"
5453,"UCS","Pyrimidine Metabolism","RRM2B"
5454,"UCS","Pyrimidine Metabolism","UCKL1"
5455,"UCS","Pyrimidine Metabolism","CDA"
5456,"UCS","Pyrimidine Metabolism","TYMP"
5457,"UCS","Pyrimidine Metabolism","DCTD"
5458,"UCS","Pyrimidine Metabolism","TK1"
5459,"UCS","Pyrimidine Metabolism","TYMS"
5460,"UCS","Pyrimidine Metabolism","DUT"
5461,"UCS","Sulfate_Sulfite Metabolism","SUOX"
5462,"UCS","Sulfate_Sulfite Metabolism","PAPSS2"
5463,"UCS","Sulfate_Sulfite Metabolism","BPNT1"
5464,"UCS","Sulfate_Sulfite Metabolism","SULT1E1"
5465,"UCS","Sulfate_Sulfite Metabolism","SULT1A1"
5466,"UCS","Sulfate_Sulfite Metabolism","SULT2B1"
5467,"UCS","Sulfate_Sulfite Metabolism","CHST11"
5468,"UCS","Phosphatidylinositol Phosphate Metabolism","CDIPT"
5469,"UCS","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
5470,"UCS","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
5471,"UCS","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
5472,"UCS","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
5473,"UCS","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
5474,"UCS","Phosphatidylinositol Phosphate Metabolism",""
5475,"UCS","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
5476,"UCS","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
5477,"UCS","Phosphatidylinositol Phosphate Metabolism","FIG4"
5478,"UCS","Phosphatidylinositol Phosphate Metabolism","VAC14"
5479,"UCS","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
5480,"UCS","Phosphatidylinositol Phosphate Metabolism","INPP4B"
5481,"UCS","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
5482,"UCS","Phosphatidylinositol Phosphate Metabolism","INPP5D"
5483,"UCS","Phosphatidylinositol Phosphate Metabolism","INPP5E"
5484,"UCS","Phosphatidylinositol Phosphate Metabolism","PI4KA"
5485,"UCS","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
5486,"UCS","Phosphatidylinositol Phosphate Metabolism","ERBB2"
5487,"UCS","Phosphatidylinositol Phosphate Metabolism",""
5488,"UCS","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
5489,"UCS","Phosphatidylinositol Phosphate Metabolism","PTEN"
5490,"UCS","Phosphatidylinositol Phosphate Metabolism","PLCB1"
5491,"UCS","Nucleotide Excision Repair",""
5492,"UCS","Nucleotide Excision Repair",""
5493,"UCS","Nucleotide Excision Repair","ERCC2"
5494,"UCS","Nucleotide Excision Repair",""
5495,"UCS","Nucleotide Excision Repair",""
5496,"UCS","Nucleotide Excision Repair","POLR1A"
5497,"UCS","Nucleotide Excision Repair",""
5498,"UCS","Nucleotide Excision Repair","ERCC4"
5499,"UCS","Nucleotide Excision Repair","PAPD7"
5500,"UCS","Nucleotide Excision Repair","POLE"
5501,"UCS","Nucleotide Excision Repair","LIG1"
