"Gene","Cancer_type","Pathway","new"
"RNF43","COAD","Wnt receptor catabolic process","RNF43 COAD"
"RNF43","BRCA","Wnt receptor catabolic process","RNF43 BRCA"
"RNF43","READ","Wnt receptor catabolic process","RNF43 READ"
"RNF43","STAD","Wnt receptor catabolic process","RNF43 STAD"
"RNF43","PAAD","Wnt receptor catabolic process","RNF43 PAAD"
"RNF43","LAML","Wnt receptor catabolic process","RNF43 LAML"
"RNF43","LIHC","Wnt receptor catabolic process","RNF43 LIHC"
"RNF43","KICH","Wnt receptor catabolic process","RNF43 KICH"
"RNF43","PANCAN","Wnt receptor catabolic process","RNF43 PANCAN"
"ROS1","UCEC","protein phosphorylation","ROS1 UCEC"
"ROS1","UCS","protein phosphorylation","ROS1 UCS"
"ROS1","LIHC","protein phosphorylation","ROS1 LIHC"
"ROS1","KIRP","protein phosphorylation","ROS1 KIRP"
"ROS1","CESC","protein phosphorylation","ROS1 CESC"
"ROS1","GBM","protein phosphorylation","ROS1 GBM"
"ROS1","MESO","protein phosphorylation","ROS1 MESO"
"ROS1","NBL","protein phosphorylation","ROS1 NBL"
"ROS1","BRCA","protein phosphorylation","ROS1 BRCA"
"ROS1","DLBC","protein phosphorylation","ROS1 DLBC"
"ROS1","ESCA","protein phosphorylation","ROS1 ESCA"
"ROS1","OV","protein phosphorylation","ROS1 OV"
"ROS1","UVM","protein phosphorylation","ROS1 UVM"
"ROS1","BLCA","protein phosphorylation","ROS1 BLCA"
"ROS1","SKCM","protein phosphorylation","ROS1 SKCM"
"ROS1","SARC","protein phosphorylation","ROS1 SARC"
"ROS1","PRAD","protein phosphorylation","ROS1 PRAD"
"ROS1","KIRC","protein phosphorylation","ROS1 KIRC"
"ROS1","LUSC","protein phosphorylation","ROS1 LUSC"
"ROS1","PAAD","protein phosphorylation","ROS1 PAAD"
"ROS1","READ","protein phosphorylation","ROS1 READ"
"ROS1","LGG","protein phosphorylation","ROS1 LGG"
"ROS1","STAD","protein phosphorylation","ROS1 STAD"
"ROS1","HNSC","protein phosphorylation","ROS1 HNSC"
"ROS1","PANCAN","protein phosphorylation","ROS1 PANCAN"
"ROS1","LUAD","protein phosphorylation","ROS1 LUAD"
"ROS1","CHOL","protein phosphorylation","ROS1 CHOL"
"ROS1","COAD","protein phosphorylation","ROS1 COAD"
"RPL10","SKCM","translation","RPL10 SKCM"
"RPL10","UCEC","translation","RPL10 UCEC"
"RPL10","STAD","translation","RPL10 STAD"
"RPL10","CESC","translation","RPL10 CESC"
"RPL10","LAML","translation","RPL10 LAML"
"RPL10","LUSC","translation","RPL10 LUSC"
"RPL10","DLBC","translation","RPL10 DLBC"
"RPL22","COAD","translation","RPL22 COAD"
"RPL22","UCEC","translation","RPL22 UCEC"
"RPL22","ESCA","translation","RPL22 ESCA"
"RPL22","CESC","translation","RPL22 CESC"
"RPL22","SKCM","translation","RPL22 SKCM"
"RPL22","STAD","translation","RPL22 STAD"
"RPL22","CHOL","translation","RPL22 CHOL"
"RPL22","KIRP","translation","RPL22 KIRP"
"RPL22","PANCAN","translation","RPL22 PANCAN"
"RPL22","LAML","translation","RPL22 LAML"
"RPL5","PANCAN","translation","RPL5 PANCAN"
"RPL5","SARC","translation","RPL5 SARC"
"RPL5","LAML","translation","RPL5 LAML"
"RPL5","LUAD","translation","RPL5 LUAD"
"RPL5","UCEC","translation","RPL5 UCEC"
"RPL5","SKCM","translation","RPL5 SKCM"
"RPL5","COAD","translation","RPL5 COAD"
"RPL5","CESC","translation","RPL5 CESC"
"RPL5","READ","translation","RPL5 READ"
"RPL5","GBM","translation","RPL5 GBM"
"RPL5","STAD","translation","RPL5 STAD"
"RPN1","UCEC","protein N-linked glycosylation via asparagine","RPN1 UCEC"
"RPN1","MESO","protein N-linked glycosylation via asparagine","RPN1 MESO"
"RPN1","COAD","protein N-linked glycosylation via asparagine","RPN1 COAD"
"RPN1","THYM","protein N-linked glycosylation via asparagine","RPN1 THYM"
"RPN1","SKCM","protein N-linked glycosylation via asparagine","RPN1 SKCM"
"RPN1","STAD","protein N-linked glycosylation via asparagine","RPN1 STAD"
"RPN1","CESC","protein N-linked glycosylation via asparagine","RPN1 CESC"
"RPS6KA3","LIHC","peptidyl-serine phosphorylation","RPS6KA3 LIHC"
"RREB1","UCEC","transcription by RNA polymerase II","RREB1 UCEC"
"RUNX1T1","LUSC","DNA-templated transcription","RUNX1T1 LUSC"
"RUNX1T1","ESCA","DNA-templated transcription","RUNX1T1 ESCA"
"RUNX1T1","HNSC","DNA-templated transcription","RUNX1T1 HNSC"
"RUNX1T1","COAD","DNA-templated transcription","RUNX1T1 COAD"
"RUNX1T1","LAML","DNA-templated transcription","RUNX1T1 LAML"
"RUNX1T1","PANCAN","DNA-templated transcription","RUNX1T1 PANCAN"
"RUNX1T1","BRCA","DNA-templated transcription","RUNX1T1 BRCA"
"RUNX1T1","SARC","DNA-templated transcription","RUNX1T1 SARC"
"RUNX1T1","PAAD","DNA-templated transcription","RUNX1T1 PAAD"
"RUNX1T1","GBM","DNA-templated transcription","RUNX1T1 GBM"
"RUNX1T1","CESC","DNA-templated transcription","RUNX1T1 CESC"
"RUNX1T1","BLCA","DNA-templated transcription","RUNX1T1 BLCA"
"RUNX1T1","STAD","DNA-templated transcription","RUNX1T1 STAD"
"RUNX1T1","PRAD","DNA-templated transcription","RUNX1T1 PRAD"
"RUNX1T1","UCEC","DNA-templated transcription","RUNX1T1 UCEC"
"RUNX1T1","DLBC","DNA-templated transcription","RUNX1T1 DLBC"
"RUNX1T1","READ","DNA-templated transcription","RUNX1T1 READ"
"RUNX1T1","SKCM","DNA-templated transcription","RUNX1T1 SKCM"
"RUNX1T1","LUAD","DNA-templated transcription","RUNX1T1 LUAD"
"RUNX1T1","LIHC","DNA-templated transcription","RUNX1T1 LIHC"
"RUNX3","KIRC","protein phosphorylation","RUNX3 KIRC"
"S100A8","LIHC","autophagy","S100A8 LIHC"
"S100A8","ESCA","autophagy","S100A8 ESCA"
"S100A8","BLCA","autophagy","S100A8 BLCA"
"S100A8","BRCA","autophagy","S100A8 BRCA"
"S100A8","THCA","autophagy","S100A8 THCA"
"S100A8","CESC","autophagy","S100A8 CESC"
"S100A8","LUSC","autophagy","S100A8 LUSC"
"S100A8","PRAD","autophagy","S100A8 PRAD"
"S100A8","COAD","autophagy","S100A8 COAD"
"S100A8","LUAD","autophagy","S100A8 LUAD"
"SACS","PRAD","protein folding","SACS PRAD"
"SACS","KIRP","protein folding","SACS KIRP"
"SAGE1","LIHC","snRNA 3'-end processing","SAGE1 LIHC"
"SBDS","LUSC","rRNA processing","SBDS LUSC"
"SBDS","BLCA","rRNA processing","SBDS BLCA"
"SBDS","SKCM","rRNA processing","SBDS SKCM"
"SBDS","LAML","rRNA processing","SBDS LAML"
"SBDS","UCEC","rRNA processing","SBDS UCEC"
"SBDS","CESC","rRNA processing","SBDS CESC"
"SDHA","COAD","succinate metabolic process","SDHA COAD"
"SDHA","LUSC","succinate metabolic process","SDHA LUSC"
"SDHA","SKCM","succinate metabolic process","SDHA SKCM"
"SDHA","CESC","succinate metabolic process","SDHA CESC"
"SDHA","READ","succinate metabolic process","SDHA READ"
"SDHA","UCEC","succinate metabolic process","SDHA UCEC"
"SDHA","BLCA","succinate metabolic process","SDHA BLCA"
"SDHA","LAML","succinate metabolic process","SDHA LAML"
"SDHA","LUAD","succinate metabolic process","SDHA LUAD"
"SDHA","UCS","succinate metabolic process","SDHA UCS"
"SDHA","KICH","succinate metabolic process","SDHA KICH"
"SDHA","STAD","succinate metabolic process","SDHA STAD"
"SDHA","PANCAN","succinate metabolic process","SDHA PANCAN"
"SDHA","ESCA","succinate metabolic process","SDHA ESCA"
"SDHAF2","SKCM","protein dephosphorylation","SDHAF2 SKCM"
"SDHAF2","PCPG","protein dephosphorylation","SDHAF2 PCPG"
"SDHAF2","DLBC","protein dephosphorylation","SDHAF2 DLBC"
"SDHAF2","UCEC","protein dephosphorylation","SDHAF2 UCEC"
"SDHAF2","SARC","protein dephosphorylation","SDHAF2 SARC"
"SDHB","THYM","tricarboxylic acid cycle","SDHB THYM"
"SDHB","CESC","tricarboxylic acid cycle","SDHB CESC"
"SDHB","PCPG","tricarboxylic acid cycle","SDHB PCPG"
"SDHB","UCEC","tricarboxylic acid cycle","SDHB UCEC"
"SDHC","DLBC","mitochondrial electron transport, succinate to ubiquinone","SDHC DLBC"
"SDHC","UCEC","mitochondrial electron transport, succinate to ubiquinone","SDHC UCEC"
"SDHC","SKCM","mitochondrial electron transport, succinate to ubiquinone","SDHC SKCM"
"SDHD","BLCA","proton motive force-driven mitochondrial ATP synthesis","SDHD BLCA"
"SDHD","MESO","proton motive force-driven mitochondrial ATP synthesis","SDHD MESO"
"SDHD","UCEC","proton motive force-driven mitochondrial ATP synthesis","SDHD UCEC"
"SDHD","ESCA","proton motive force-driven mitochondrial ATP synthesis","SDHD ESCA"
"SET","ESCA","DNA replication","SET ESCA"
"SET","COAD","DNA replication","SET COAD"
"SET","UCEC","DNA replication","SET UCEC"
"SET","STAD","DNA replication","SET STAD"
"SET","MESO","DNA replication","SET MESO"
"SETD1B","DLBC","methylation","SETD1B DLBC"
"SETD1B","SARC","methylation","SETD1B SARC"
"SETD1B","COAD","methylation","SETD1B COAD"
"SETD1B","KICH","methylation","SETD1B KICH"
"SETD1B","LAML","methylation","SETD1B LAML"
"SETD2","UCEC","mismatch repair","SETD2 UCEC"
"SETD2","PCPCG","mismatch repair","SETD2 PCPCG"
"SETD2","LAML","mismatch repair","SETD2 LAML"
"SETD2","SARC","mismatch repair","SETD2 SARC"
"SETD2","KIRC","mismatch repair","SETD2 KIRC"
"SETD2","UVM","mismatch repair","SETD2 UVM"
"SETD2","OV","mismatch repair","SETD2 OV"
"SETD2","LIHC","mismatch repair","SETD2 LIHC"
"SETD2","PAAD","mismatch repair","SETD2 PAAD"
"SETD2","CESC","mismatch repair","SETD2 CESC"
"SETD2","LUAD","mismatch repair","SETD2 LUAD"
"SETD2","BLCA","mismatch repair","SETD2 BLCA"
"SETD2","CHOL","mismatch repair","SETD2 CHOL"
"SETD2","GBM","mismatch repair","SETD2 GBM"
"SETD2","UCS","mismatch repair","SETD2 UCS"
"SETD2","OS","mismatch repair","SETD2 OS"
"SETD2","BRCA","mismatch repair","SETD2 BRCA"
"SETD2","PANCAN","mismatch repair","SETD2 PANCAN"
"SETD2","SKCM","mismatch repair","SETD2 SKCM"
"SETD2","COAD","mismatch repair","SETD2 COAD"
"SETD2","ESCA","mismatch repair","SETD2 ESCA"
"SETD2","STAD","mismatch repair","SETD2 STAD"
"SETD2","PRAD","mismatch repair","SETD2 PRAD"
"SETD2","KICH","mismatch repair","SETD2 KICH"
"SETD2","LGG","mismatch repair","SETD2 LGG"
"SETD2","LUSC","mismatch repair","SETD2 LUSC"
"SETD2","MESO","mismatch repair","SETD2 MESO"
"SETD2","HNSC","mismatch repair","SETD2 HNSC"
"SETD2","KIRP","mismatch repair","SETD2 KIRP"
"SETD2","THYM","mismatch repair","SETD2 THYM"
"SETD2","READ","mismatch repair","SETD2 READ"
"SETDB1","BRCA","methylation","SETDB1 BRCA"
"SETDB1","PANCAN","methylation","SETDB1 PANCAN"
"SETDB1","SARC","methylation","SETDB1 SARC"
"SETDB1","HNSC","methylation","SETDB1 HNSC"
"SETDB1","UCS","methylation","SETDB1 UCS"
"SETDB1","BLCA","methylation","SETDB1 BLCA"
"SETDB1","CESC","methylation","SETDB1 CESC"
"SETDB1","UCEC","methylation","SETDB1 UCEC"
"SETDB1","LUAD","methylation","SETDB1 LUAD"
"SETDB1","STAD","methylation","SETDB1 STAD"
"SETDB1","READ","methylation","SETDB1 READ"
"SETDB1","KIRP","methylation","SETDB1 KIRP"
"SETDB1","LIHC","methylation","SETDB1 LIHC"
"SETDB1","GBM","methylation","SETDB1 GBM"
"SETDB1","PAAD","methylation","SETDB1 PAAD"
"SETDB1","SKCM","methylation","SETDB1 SKCM"
"SETDB1","COAD","methylation","SETDB1 COAD"
"SETDB1","MESO","methylation","SETDB1 MESO"
"SETDB1","ESCA","methylation","SETDB1 ESCA"
"SETDB1","LUSC","methylation","SETDB1 LUSC"
"SF3B1","CESC","spliceosomal complex assembly","SF3B1 CESC"
"SF3B1","SKCM","spliceosomal complex assembly","SF3B1 SKCM"
"SF3B1","HNSC","spliceosomal complex assembly","SF3B1 HNSC"
"SF3B1","MESO","spliceosomal complex assembly","SF3B1 MESO"
"SF3B1","DLBC","spliceosomal complex assembly","SF3B1 DLBC"
"SF3B1","COAD","spliceosomal complex assembly","SF3B1 COAD"
"SF3B1","ESCA","spliceosomal complex assembly","SF3B1 ESCA"
"SF3B1","READ","spliceosomal complex assembly","SF3B1 READ"
"SF3B1","STAD","spliceosomal complex assembly","SF3B1 STAD"
"SF3B1","BRCA","spliceosomal complex assembly","SF3B1 BRCA"
"SF3B1","PRAD","spliceosomal complex assembly","SF3B1 PRAD"
"SF3B1","BLCA","spliceosomal complex assembly","SF3B1 BLCA"
"SF3B1","PSCC","spliceosomal complex assembly","SF3B1 PSCC"
"SF3B1","PAAD","spliceosomal complex assembly","SF3B1 PAAD"
"SF3B1","LAML","spliceosomal complex assembly","SF3B1 LAML"
"SF3B1","UVM","spliceosomal complex assembly","SF3B1 UVM"
"SF3B1","THYM","spliceosomal complex assembly","SF3B1 THYM"
"SF3B1","CHOL","spliceosomal complex assembly","SF3B1 CHOL"
"SF3B1","PANCAN","spliceosomal complex assembly","SF3B1 PANCAN"
"SF3B1","UCS","spliceosomal complex assembly","SF3B1 UCS"
"SF3B1","KIRP","spliceosomal complex assembly","SF3B1 KIRP"
"SF3B1","LGG","spliceosomal complex assembly","SF3B1 LGG"
"SF3B1","UCEC","spliceosomal complex assembly","SF3B1 UCEC"
"SF3B1","LUAD","spliceosomal complex assembly","SF3B1 LUAD"
"SF3B1","LIHC","spliceosomal complex assembly","SF3B1 LIHC"
"SF3B1","LUSC","spliceosomal complex assembly","SF3B1 LUSC"
"SFPQ","SKCM","double-strand break repair via homologous recombination","SFPQ SKCM"
"SFPQ","CESC","double-strand break repair via homologous recombination","SFPQ CESC"
"SFPQ","UCEC","double-strand break repair via homologous recombination","SFPQ UCEC"
"SFPQ","STAD","double-strand break repair via homologous recombination","SFPQ STAD"
"SFPQ","BLCA","double-strand break repair via homologous recombination","SFPQ BLCA"
"SFPQ","COAD","double-strand break repair via homologous recombination","SFPQ COAD"
"SFPQ","UCS","double-strand break repair via homologous recombination","SFPQ UCS"
"SFPQ","THYM","double-strand break repair via homologous recombination","SFPQ THYM"
"SFPQ","KIRP","double-strand break repair via homologous recombination","SFPQ KIRP"
"SFPQ","READ","double-strand break repair via homologous recombination","SFPQ READ"
"SGK1","SKCM","peptidyl-serine phosphorylation","SGK1 SKCM"
"SGK1","GBM","peptidyl-serine phosphorylation","SGK1 GBM"
"SGK1","KIRC","peptidyl-serine phosphorylation","SGK1 KIRC"
"SGK1","UCS","peptidyl-serine phosphorylation","SGK1 UCS"
"SGK1","COAD","peptidyl-serine phosphorylation","SGK1 COAD"
"SGK1","THCA","peptidyl-serine phosphorylation","SGK1 THCA"
"SGK1","CHOL","peptidyl-serine phosphorylation","SGK1 CHOL"
"SGK1","ESCA","peptidyl-serine phosphorylation","SGK1 ESCA"
"SGK1","UCEC","peptidyl-serine phosphorylation","SGK1 UCEC"
"SGK1","THYM","peptidyl-serine phosphorylation","SGK1 THYM"
"SGK1","STAD","peptidyl-serine phosphorylation","SGK1 STAD"
"SGK1","OS","peptidyl-serine phosphorylation","SGK1 OS"
"SGK1","KIRP","peptidyl-serine phosphorylation","SGK1 KIRP"
"SGK1","PRAD","peptidyl-serine phosphorylation","SGK1 PRAD"
"SGK1","CGCI-BLGSP","peptidyl-serine phosphorylation","SGK1 CGCI-BLGSP"
"SGK1","LUSC","peptidyl-serine phosphorylation","SGK1 LUSC"
"SGK1","LIHC","peptidyl-serine phosphorylation","SGK1 LIHC"
"SGK1","DLBC","peptidyl-serine phosphorylation","SGK1 DLBC"
"SGK1","MESO","peptidyl-serine phosphorylation","SGK1 MESO"
"SGK1","BRCA","peptidyl-serine phosphorylation","SGK1 BRCA"
"SGK1","READ","peptidyl-serine phosphorylation","SGK1 READ"
"SGK1","BLCA","peptidyl-serine phosphorylation","SGK1 BLCA"
"SGK1","PANCAN","peptidyl-serine phosphorylation","SGK1 PANCAN"
"SI","ESCA","sucrose catabolic process","SI ESCA"
"SIN3A","COAD","DNA replication","SIN3A COAD"
"SIX1","BRCA","gene expression","SIX1 BRCA"
"SIX1","SARC","gene expression","SIX1 SARC"
"SIX1","KICH","gene expression","SIX1 KICH"
"SIX1","PRAD","gene expression","SIX1 PRAD"
"SIX1","UCEC","gene expression","SIX1 UCEC"
"SIX1","LUSC","gene expression","SIX1 LUSC"
"SIX1","COAD","gene expression","SIX1 COAD"
"SIX1","BLCA","gene expression","SIX1 BLCA"
"SIX1","LIHC","gene expression","SIX1 LIHC"
"SIX1","LUAD","gene expression","SIX1 LUAD"
"SIX1","UCS","gene expression","SIX1 UCS"
"SKP1","PRAD","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","SKP1 PRAD"
"SLC34A2","STAD","protein metabolic process","SLC34A2 STAD"
"SLC34A2","LUSC","protein metabolic process","SLC34A2 LUSC"
"SLC34A2","READ","protein metabolic process","SLC34A2 READ"
"SLC34A2","COAD","protein metabolic process","SLC34A2 COAD"
"SLC34A2","UCEC","protein metabolic process","SLC34A2 UCEC"
"SLC34A2","OS","protein metabolic process","SLC34A2 OS"
"SLC34A2","SKCM","protein metabolic process","SLC34A2 SKCM"
"SLC34A2","THYM","protein metabolic process","SLC34A2 THYM"
"SLC34A2","CHOL","protein metabolic process","SLC34A2 CHOL"
"SLC34A2","CESC","protein metabolic process","SLC34A2 CESC"
"SLC34A2","HNSC","protein metabolic process","SLC34A2 HNSC"
"SLC34A2","LUAD","protein metabolic process","SLC34A2 LUAD"
"SLC34A2","UCS","protein metabolic process","SLC34A2 UCS"
"SLC34A2","KIRP","protein metabolic process","SLC34A2 KIRP"
"SLC34A2","BLCA","protein metabolic process","SLC34A2 BLCA"
"SLC34A2","PANCAN","protein metabolic process","SLC34A2 PANCAN"
"SLC34A2","LIHC","protein metabolic process","SLC34A2 LIHC"
"SLCO1B1","ESCA","xenobiotic metabolic process","SLCO1B1 ESCA"
"SMAD2","PANCAN","primary miRNA processing","SMAD2 PANCAN"
"SMAD2","READ","primary miRNA processing","SMAD2 READ"
"SMAD2","BRCA","primary miRNA processing","SMAD2 BRCA"
"SMAD2","STAD","primary miRNA processing","SMAD2 STAD"
"SMAD2","SKCM","primary miRNA processing","SMAD2 SKCM"
"SMAD2","COAD","primary miRNA processing","SMAD2 COAD"
"SMAD2","UCEC","primary miRNA processing","SMAD2 UCEC"
"SMAD2","LUAD","primary miRNA processing","SMAD2 LUAD"
"SMAD3","ESCA","primary miRNA processing","SMAD3 ESCA"
"SMAD3","LUAD","primary miRNA processing","SMAD3 LUAD"
"SMAD3","HNSC","primary miRNA processing","SMAD3 HNSC"
"SMAD3","COAD","primary miRNA processing","SMAD3 COAD"
"SMAD3","STAD","primary miRNA processing","SMAD3 STAD"
"SMAD3","READ","primary miRNA processing","SMAD3 READ"
"SMAD3","UCEC","primary miRNA processing","SMAD3 UCEC"
"SMAD3","PANCAN","primary miRNA processing","SMAD3 PANCAN"
"SMAD3","BLCA","primary miRNA processing","SMAD3 BLCA"
"SMAD3","CESC","primary miRNA processing","SMAD3 CESC"
"SMAD3","KICH","primary miRNA processing","SMAD3 KICH"
"SMAD3","SKCM","primary miRNA processing","SMAD3 SKCM"
"SMAD4","CHOL","transcription by RNA polymerase II","SMAD4 CHOL"
"SMAD4","HNSC","transcription by RNA polymerase II","SMAD4 HNSC"
"SMAD4","PANCAN","transcription by RNA polymerase II","SMAD4 PANCAN"
"SMAD4","STAD","transcription by RNA polymerase II","SMAD4 STAD"
"SMAD4","OS","transcription by RNA polymerase II","SMAD4 OS"
"SMAD4","UCS","transcription by RNA polymerase II","SMAD4 UCS"
"SMAD4","CESC","transcription by RNA polymerase II","SMAD4 CESC"
"SMAD4","LUSC","transcription by RNA polymerase II","SMAD4 LUSC"
"SMAD4","LIHC","transcription by RNA polymerase II","SMAD4 LIHC"
"SMAD4","PAAD","transcription by RNA polymerase II","SMAD4 PAAD"
"SMAD4","OV","transcription by RNA polymerase II","SMAD4 OV"
"SMAD4","UCEC","transcription by RNA polymerase II","SMAD4 UCEC"
"SMAD4","BLCA","transcription by RNA polymerase II","SMAD4 BLCA"
"SMAD4","LUAD","transcription by RNA polymerase II","SMAD4 LUAD"
"SMAD4","PRAD","transcription by RNA polymerase II","SMAD4 PRAD"
"SMAD4","COAD","transcription by RNA polymerase II","SMAD4 COAD"
"SMAD4","READ","transcription by RNA polymerase II","SMAD4 READ"
"SMAD4","ESCA","transcription by RNA polymerase II","SMAD4 ESCA"
"SMARCA4","DLBC","RNA polymerase I core promoter sequence-specific DNA binding","SMARCA4 DLBC"
"SMARCA4","LUAD","RNA polymerase I core promoter sequence-specific DNA binding","SMARCA4 LUAD"
"SMARCA4","THYM","RNA polymerase I core promoter sequence-specific DNA binding","SMARCA4 THYM"
"SMARCA4","LGG","RNA polymerase I core promoter sequence-specific DNA binding","SMARCA4 LGG"
"SMARCA4","PAAD","RNA polymerase I core promoter sequence-specific DNA binding","SMARCA4 PAAD"
"SMARCA4","COAD","RNA polymerase I core promoter sequence-specific DNA binding","SMARCA4 COAD"
"SMARCA4","GBM","RNA polymerase I core promoter sequence-specific DNA binding","SMARCA4 GBM"
"SMARCA4","SARC","RNA polymerase I core promoter sequence-specific DNA binding","SMARCA4 SARC"
"SMARCA4","OV","RNA polymerase I core promoter sequence-specific DNA binding","SMARCA4 OV"
"SMARCA4","CGCI-BLGSP","RNA polymerase I core promoter sequence-specific DNA binding","SMARCA4 CGCI-BLGSP"
"SMARCA4","LAML","RNA polymerase I core promoter sequence-specific DNA binding","SMARCA4 LAML"
"SMARCA4","KIRP","RNA polymerase I core promoter sequence-specific DNA binding","SMARCA4 KIRP"
"SMARCA4","LUSC","RNA polymerase I core promoter sequence-specific DNA binding","SMARCA4 LUSC"
