"","CancerType","Pathway","Gene"
"9966","COADREAD","Sphingolipid metabolism","PSAP"
"9967","THYM","Sphingolipid metabolism","SPHK2"
"9968","THYM","Sphingolipid metabolism","GAL3ST1"
"9969","LGG","Sphingolipid metabolism","NEU2"
"9970","LGG","Sphingolipid metabolism","GLA"
"9971","THYM","Sphingolipid metabolism","HEXA"
"9972","LGG","Sphingolipid metabolism","B4GALNT1"
"9973","LGG","Sphingolipid metabolism","HEXA"
"9974","THYM","Sphingolipid metabolism","B4GALNT1"
"9975","THYM","Sphingolipid metabolism","NEU1"
"9976","THYM","Sphingolipid metabolism","HEXB"
"9977","COADREAD","Sphingolipid metabolism","HEXB"
"9978","LGG","Sphingolipid metabolism","SGPP2"
"9979","THYM","Sphingolipid metabolism","GBA1"
"9980","COADREAD","Sphingolipid metabolism","SGMS1"
"9981","COADREAD","Sphingolipid metabolism","HEXA"
"9982","THYM","Sphingolipid metabolism","ARSA"
"9983","COADREAD","Sphingolipid metabolism","GM2A"
"9984","COADREAD","Sphingolipid metabolism","B4GALNT1"
"9985","LGG","Sphingolipid metabolism","GM2A"
"9986","LGG","Sphingolipid metabolism","PSAPL1"
"9987","COADREAD","Sphingolipid metabolism","GLA"
"9988","LGG","Sphingolipid metabolism","HEXB"
"9989","COADREAD","Sphingolipid metabolism","NEU3"
"9990","LGG","Sphingolipid metabolism","PSAP"
"9991","COADREAD","Sphingolipid metabolism","NEU2"
"9992","COADREAD","Sphingolipid metabolism","NEU4"
"9993","SKCM","Propanoate metabolism","BCKDHA"
"9994","SARC","Propanoate metabolism","ECHDC1"
"9995","SKCM","Propanoate metabolism","ACSS2"
"9996","SARC","Propanoate metabolism","PCCB"
"9997","SKCM","Propanoate metabolism","DLD"
"9998","SKCM","Propanoate metabolism","ACSS3"
"9999","SKCM","Propanoate metabolism","BCKDHB"
"10000","SKCM","Propanoate metabolism","DBT"
"10001","SKCM","Propanoate metabolism","HADHA"
"10002","SKCM","Propanoate metabolism","ACACA"
"10003","SKCM","Propanoate metabolism","ECHS1"
"10004","SKCM","Propanoate metabolism","ACSS1"
"10005","SARC","Propanoate metabolism","PCCA"
"10006","SKCM","Propanoate metabolism","LDHC"
"10007","SARC","Propanoate metabolism","MCEE"
"10008","SKCM","Propanoate metabolism","LDHA"
"10009","SKCM","Propanoate metabolism","LDHB"
"10010","ESCA","Propanoate metabolism","LDHC"
"10011","SKCM","Propanoate metabolism","EHHADH"
"10012","ESCA","Propanoate metabolism","DBT"
"10013","ESCA","Propanoate metabolism","DLD"
"10014","SKCM","Propanoate metabolism","HIBCH"
"10015","SARC","Propanoate metabolism","LDHC"
"10016","ESCA","Propanoate metabolism","ACADS"
"10017","ESCA","Propanoate metabolism","ACOX3"
"10018","SARC","Propanoate metabolism","MMUT"
"10019","SARC","Propanoate metabolism","SUCLG1"
"10020","SKCM","Propanoate metabolism","ACADS"
"10021","SKCM","Propanoate metabolism","ACOX3"
"10022","SKCM","Propanoate metabolism","ACOX1"
"10023","ESCA","Propanoate metabolism","BCKDHA"
"10024","ESCA","Propanoate metabolism","BCKDHB"
"10025","SARC","Propanoate metabolism","ACACB"
"10026","SARC","Propanoate metabolism","MLYCD"
"10027","SARC","Propanoate metabolism","ABAT"
"10028","ESCA","Propanoate metabolism","ECHDC1"
"10029","ESCA","Propanoate metabolism","MCEE"
"10030","ESCA","Propanoate metabolism","MMUT"
"10031","SARC","Propanoate metabolism","ACOX3"
"10032","SARC","Propanoate metabolism","ACOX1"
"10033","ESCA","Propanoate metabolism","ACSS1"
"10034","ESCA","Propanoate metabolism","ACSS2"
"10035","ESCA","Propanoate metabolism","ACSS3"
"10036","SARC","Propanoate metabolism","HIBCH"
"10037","SARC","Propanoate metabolism","ACACA"
"10038","SARC","Propanoate metabolism","LDHAL6B"
"10039","SARC","Propanoate metabolism","LDHA"
"10040","SARC","Propanoate metabolism","LDHB"
"10041","SKCM","Propanoate metabolism","SUCLG1"
"10042","SKCM","Propanoate metabolism","SUCLG2"
"10043","SKCM","Propanoate metabolism","SUCLA2"
"10044","ESCA","Propanoate metabolism","SUCLG1"
"10045","ESCA","Propanoate metabolism","SUCLG2"
"10046","SARC","Propanoate metabolism","HADHA"
"10047","SARC","Propanoate metabolism","EHHADH"
"10048","SARC","Propanoate metabolism","ECHS1"
"10049","SARC","Propanoate metabolism","ALDH6A1"
"10050","SARC","Propanoate metabolism","LDHAL6A"
"10051","ESCA","Propanoate metabolism","ABAT"
"10052","ESCA","Propanoate metabolism","PCCA"
"10053","ESCA","Propanoate metabolism","PCCB"
"10054","SARC","Propanoate metabolism","ACSS2"
"10055","SARC","Propanoate metabolism","ACSS3"
"10056","SARC","Propanoate metabolism","BCKDHA"
"10057","SKCM","Propanoate metabolism","ALDH6A1"
"10058","SKCM","Propanoate metabolism","ACACB"
"10059","ESCA","Propanoate metabolism","SUCLA2"
"10060","SARC","Propanoate metabolism","SUCLG2"
"10061","SARC","Propanoate metabolism","SUCLA2"
"10062","ESCA","Propanoate metabolism","LDHAL6B"
"10063","ESCA","Propanoate metabolism","LDHA"
"10064","ESCA","Propanoate metabolism","LDHB"
"10065","SKCM","Propanoate metabolism","MCEE"
"10066","SKCM","Propanoate metabolism","MMUT"
"10067","SKCM","Propanoate metabolism","LDHAL6A"
"10068","SKCM","Propanoate metabolism","LDHAL6B"
"10069","ESCA","Propanoate metabolism","ALDH6A1"
"10070","SARC","Propanoate metabolism","BCKDHB"
"10071","ESCA","Propanoate metabolism","ACACA"
"10072","ESCA","Propanoate metabolism","ACACB"
"10073","ESCA","Propanoate metabolism","MLYCD"
"10074","ESCA","Propanoate metabolism","LDHAL6A"
"10075","SARC","Propanoate metabolism","ACSS1"
"10076","SARC","Propanoate metabolism","DBT"
"10077","SARC","Propanoate metabolism","DLD"
"10078","SKCM","Propanoate metabolism","ECHDC1"
"10079","SKCM","Propanoate metabolism","MLYCD"
"10080","SKCM","Propanoate metabolism","ABAT"
"10081","SKCM","Propanoate metabolism","PCCA"
"10082","ESCA","Propanoate metabolism","ACOX1"
"10083","ESCA","Propanoate metabolism","HIBCH"
"10084","ESCA","Propanoate metabolism","HADHA"
"10085","SKCM","Propanoate metabolism","PCCB"
"10086","SARC","Propanoate metabolism","ACADS"
"10087","ESCA","Propanoate metabolism","EHHADH"
"10088","ESCA","Propanoate metabolism","ECHS1"
"10089","OVT","One carbon pool by folate","MTHFD1L"
"10090","GBM","One carbon pool by folate","MTHFD1L"
"10091","SKCM","One carbon pool by folate","AMT"
"10092","LUSC","One carbon pool by folate","FTCD"
"10093","GBM","One carbon pool by folate","DHFR2"
"10094","GBM","One carbon pool by folate","DHFR"
"10095","GBM","One carbon pool by folate","MTHFD2"
"10096","GBM","One carbon pool by folate","MTHFD1"
"10097","SKCM","One carbon pool by folate","MTR"
"10098","LUSC","One carbon pool by folate","ATIC"
"10099","BRCA","One carbon pool by folate","DHFR2"
"10100","OVT","One carbon pool by folate","DHFR"
"10101","BRCA","One carbon pool by folate","AMT"
"10102","LUAD","One carbon pool by folate","ATIC"
"10103","LUAD","One carbon pool by folate","FTCD"
"10104","OVT","One carbon pool by folate","DHFR2"
"10105","BRCA","One carbon pool by folate","MTHFD1L"
"10106","SKCM","One carbon pool by folate","MTFMT"
"10107","LUAD","One carbon pool by folate","AMT"
"10108","BRCA","One carbon pool by folate","TYMS"
"10109","GBM","One carbon pool by folate","MTHFD2L"
"10110","SKCM","One carbon pool by folate","SHMT2"
"10111","LUAD","One carbon pool by folate","GART"
"10112","LUAD","One carbon pool by folate","SHMT1"
"10113","BRCA","One carbon pool by folate","DHFR"
"10114","SKCM","One carbon pool by folate","FTCD"
"10115","READ","One carbon pool by folate","ST20-MTHFS"
"10116","LUAD","One carbon pool by folate","MTFMT"
"10117","OVT","One carbon pool by folate","MTHFD1"
"10118","SKCM","One carbon pool by folate","MTHFR"
"10119","LUSC","One carbon pool by folate","AMT"
"10120","OVT","One carbon pool by folate","MTHFD2L"
"10121","OVT","One carbon pool by folate","SHMT2"
"10122","READ","One carbon pool by folate","DHFR2"
"10123","READ","One carbon pool by folate","MTHFS"
"10124","KIRP","One carbon pool by folate","TYMS"
"10125","BRCA","One carbon pool by folate","ALDH1L1"
"10126","BRCA","One carbon pool by folate","MTR"
"10127","SKCM","One carbon pool by folate","ALDH1L2"
"10128","VULVA","One carbon pool by folate","MTR"
"10129","READ","One carbon pool by folate","DHFR"
"10130","LUAD","One carbon pool by folate","MTR"
"10131","BRCA","One carbon pool by folate","MTFMT"
"10132","SKCM","One carbon pool by folate","ATIC"
"10133","THCA","One carbon pool by folate","MTR"
"10134","READ","One carbon pool by folate","MTHFD1L"
"10135","SKCM","One carbon pool by folate","GART"
"10136","SKCM","One carbon pool by folate","TYMS"
"10137","LUAD","One carbon pool by folate","MTHFR"
"10138","KIRP","One carbon pool by folate","ALDH1L1"
"10139","LUSC","One carbon pool by folate","SHMT2"
"10140","LUSC","One carbon pool by folate","MTFMT"
"10141","BRCA","One carbon pool by folate","GART"
"10142","BRCA","One carbon pool by folate","ATIC"
"10143","BRCA","One carbon pool by folate","FTCD"
"10144","SARC","One carbon pool by folate","DHFR"
"10145","OVT","One carbon pool by folate","SHMT1"
"10146","KIRP","One carbon pool by folate","MTR"
"10147","OVT","One carbon pool by folate","GART"
"10148","LUSC","One carbon pool by folate","MTHFD2L"
"10149","KIRP","One carbon pool by folate","MTHFR"
"10150","LUAD","One carbon pool by folate","ALDH1L2"
"10151","OVT","One carbon pool by folate","MTHFD2"
"10152","LUAD","One carbon pool by folate","SHMT2"
"10153","COAD","One carbon pool by folate","ALDH1L2"
"10154","LUAD","One carbon pool by folate","MTHFD2L"
"10155","VULVA","One carbon pool by folate","AMT"
"10156","SKCM","One carbon pool by folate","MTHFD2L"
"10157","KIRP","One carbon pool by folate","MTFMT"
"10158","KIRP","One carbon pool by folate","AMT"
"10159","SARC","One carbon pool by folate","DHFR2"
"10160","LUSC","One carbon pool by folate","MTHFD1L"
"10161","OVT","One carbon pool by folate","ATIC"
"10162","OVT","One carbon pool by folate","FTCD"
"10163","LUAD","One carbon pool by folate","ALDH1L1"
"10164","OV","One carbon pool by folate","ALDH1L1"
"10165","LUAD","One carbon pool by folate","MTHFS"
"10166","LUAD","One carbon pool by folate","MTHFD1"
"10167","PRAD","One carbon pool by folate","MTHFD2"
"10168","COAD","One carbon pool by folate","MTHFR"
"10169","COAD","One carbon pool by folate","MTHFS"
"10170","COAD","One carbon pool by folate","ST20-MTHFS"
"10171","LUSC","One carbon pool by folate","MTR"
"10172","SKCM","One carbon pool by folate","SHMT1"
"10173","LUSC","One carbon pool by folate","ALDH1L1"
"10174","LUSC","One carbon pool by folate","MTHFD1"
"10175","KIRP","One carbon pool by folate","ALDH1L2"
"10176","KIRP","One carbon pool by folate","MTHFS"
"10177","OV","One carbon pool by folate","TYMS"
"10178","BRCA","One carbon pool by folate","SHMT1"
"10179","LUSC","One carbon pool by folate","GART"
"10180","VULVA","One carbon pool by folate","ATIC"
"10181","LUAD","One carbon pool by folate","MTHFD2"
"10182","VULVA","One carbon pool by folate","MTFMT"
"10183","KIRP","One carbon pool by folate","ATIC"
"10184","BLCA","One carbon pool by folate","DHFR"
"10185","PRAD","One carbon pool by folate","GART"
"10186","LUSC","One carbon pool by folate","DHFR2"
"10187","LUAD","One carbon pool by folate","ST20-MTHFS"
"10188","SARC","One carbon pool by folate","MTHFD1L"
"10189","COAD","One carbon pool by folate","MTR"
"10190","SKCM","One carbon pool by folate","ALDH1L1"
"10191","LUAD","One carbon pool by folate","TYMS"
"10192","VULVA","One carbon pool by folate","GART"
"10193","PRAD","One carbon pool by folate","MTHFD1"
"10194","UCEC","One carbon pool by folate","ALDH1L2"
"10195","PRAD","One carbon pool by folate","MTHFD2L"
"10196","PRAD","One carbon pool by folate","SHMT2"
"10197","PRAD","One carbon pool by folate","SHMT1"
"10198","SARC","One carbon pool by folate","MTR"
"10199","LUSC","One carbon pool by folate","TYMS"
"10200","ANSC","One carbon pool by folate","SHMT2"
"10201","ANSC","One carbon pool by folate","SHMT1"
"10202","SARC","One carbon pool by folate","MTHFD1"
"10203","COAD","One carbon pool by folate","TYMS"
"10204","LUAD","One carbon pool by folate","MTHFD1L"
"10205","LUSC","One carbon pool by folate","SHMT1"
"10206","MESO","One carbon pool by folate","MTHFR"
"10207","KIRP","One carbon pool by folate","SHMT2"
"10208","VULVA","One carbon pool by folate","FTCD"
"10209","SKCM","One carbon pool by folate","MTHFD2"
"10210","LAML","One carbon pool by folate","MTHFD2"
"10211","KIRP","One carbon pool by folate","FTCD"
"10212","ANSC","One carbon pool by folate","MTHFD2"
"10213","PRAD","One carbon pool by folate","FTCD"
"10214","CHOL","One carbon pool by folate","MTFMT"
"10215","LUSC","One carbon pool by folate","MTHFD2"
"10216","BRCA","One carbon pool by folate","ALDH1L2"
"10217","KIRP","One carbon pool by folate","ST20-MTHFS"
"10218","MESO","One carbon pool by folate","ALDH1L2"
"10219","KIRP","One carbon pool by folate","MTHFD2L"
"10220","LAML","One carbon pool by folate","TYMS"
"10221","LAML","One carbon pool by folate","ALDH1L1"
"10222","LAML","One carbon pool by folate","ALDH1L2"
"10223","LAML","One carbon pool by folate","MTHFR"
"10224","LAML","One carbon pool by folate","MTHFS"
"10225","LAML","One carbon pool by folate","ST20-MTHFS"
"10226","ANSC","One carbon pool by folate","MTHFD2L"
"10227","LAML","One carbon pool by folate","GART"
"10228","MESO","One carbon pool by folate","MTR"
"10229","PRAD","One carbon pool by folate","DHFR"
"10230","PRAD","One carbon pool by folate","DHFR2"
"10231","LUAD","One carbon pool by folate","DHFR2"
"10232","PRAD","One carbon pool by folate","MTHFD1L"
"10233","OVT","One carbon pool by folate","MTFMT"
"10234","BRCA","One carbon pool by folate","ST20-MTHFS"
"10235","SARC","One carbon pool by folate","FTCD"
"10236","SARC","One carbon pool by folate","MTFMT"
"10237","SARC","One carbon pool by folate","AMT"
"10238","OVT","One carbon pool by folate","MTHFS"
"10239","PRAD","One carbon pool by folate","ATIC"
"10240","COADREAD","One carbon pool by folate","DHFR2"
"10241","LAML","One carbon pool by folate","ATIC"
"10242","MESO","One carbon pool by folate","TYMS"
"10243","MESO","One carbon pool by folate","ALDH1L1"
"10244","LAML","One carbon pool by folate","AMT"
"10245","COADREAD","One carbon pool by folate","SHMT2"
"10246","SKCM","One carbon pool by folate","DHFR"
"10247","SKCM","One carbon pool by folate","DHFR2"
"10248","KIRP","One carbon pool by folate","SHMT1"
"10249","KIRP","One carbon pool by folate","GART"
"10250","ANSC","One carbon pool by folate","DHFR2"
"10251","LAML","One carbon pool by folate","MTHFD2L"
"10252","LAML","One carbon pool by folate","SHMT2"
"10253","LUSC","One carbon pool by folate","DHFR"
"10254","COADREAD","One carbon pool by folate","MTHFD1L"
"10255","ANSC","One carbon pool by folate","GART"
"10256","LAML","One carbon pool by folate","MTFMT"
"10257","COADREAD","One carbon pool by folate","MTHFD2L"
"10258","LUAD","One carbon pool by folate","DHFR"
"10259","LAML","One carbon pool by folate","MTR"
"10260","READ","One carbon pool by folate","SHMT1"
"10261","READ","One carbon pool by folate","GART"
"10262","READ","One carbon pool by folate","ATIC"
"10263","READ","One carbon pool by folate","FTCD"
"10264","READ","One carbon pool by folate","MTFMT"
"10265","READ","One carbon pool by folate","AMT"
"10266","COADREAD","One carbon pool by folate","DHFR"
"10267","PANCAN","One carbon pool by folate","DHFR2"
"10268","COADREAD","One carbon pool by folate","MTHFD1"
"10269","COADREAD","One carbon pool by folate","MTHFD2"
"10270","READ","One carbon pool by folate","MTHFD2"
"10271","READ","One carbon pool by folate","MTHFD2L"
"10272","SARC","One carbon pool by folate","MTHFD2"
"10273","BRCA","One carbon pool by folate","MTHFR"
"10274","BRCA","One carbon pool by folate","MTHFS"
"10275","SARC","One carbon pool by folate","SHMT1"
"10276","SARC","One carbon pool by folate","GART"
"10277","SARC","One carbon pool by folate","ATIC"
"10278","KIRC","One carbon pool by folate","DHFR"
"10279","OVT","One carbon pool by folate","ST20-MTHFS"
"10280","READ","One carbon pool by folate","TYMS"
"10281","PANCAN","One carbon pool by folate","MTHFD1L"
"10282","LAML","One carbon pool by folate","FTCD"
"10283","READ","One carbon pool by folate","MTHFR"
"10284","PANCAN","One carbon pool by folate","MTHFS"
"10285","VULVA","One carbon pool by folate","MTHFD2"
"10286","VULVA","One carbon pool by folate","MTHFD2L"
"10287","VULVA","One carbon pool by folate","SHMT2"
"10288","SKCM","One carbon pool by folate","MTHFD1L"
"10289","SKCM","One carbon pool by folate","MTHFD1"
"10290","DLBC","One carbon pool by folate","ALDH1L2"
"10291","ANSC","One carbon pool by folate","MTHFD1L"
"10292","ANSC","One carbon pool by folate","MTHFD1"
"10293","PANCAN","One carbon pool by folate","DHFR"
"10294","READ","One carbon pool by folate","ALDH1L1"
"10295","READ","One carbon pool by folate","ALDH1L2"
"10296","VULVA","One carbon pool by folate","MTHFD1"
"10297","COADREAD","One carbon pool by folate","MTHFS"
"10298","MESO","One carbon pool by folate","DHFR2"
"10299","READ","One carbon pool by folate","SHMT2"
"10300","UCEC","One carbon pool by folate","TYMS"
"10301","UCEC","One carbon pool by folate","ALDH1L1"
"10302","MESO","One carbon pool by folate","MTHFD2L"
"10303","UCEC","One carbon pool by folate","MTHFR"
"10304","UCEC","One carbon pool by folate","MTHFS"
"10305","UCEC","One carbon pool by folate","ST20-MTHFS"
"10306","READ","One carbon pool by folate","MTR"
"10307","ESCA","One carbon pool by folate","MTHFR"
"10308","ESCA","One carbon pool by folate","MTHFS"
"10309","READ","One carbon pool by folate","MTHFD1"
"10310","MESO","One carbon pool by folate","DHFR"
"10311","THCA","One carbon pool by folate","TYMS"
"10312","THCA","One carbon pool by folate","ALDH1L1"
"10313","THCA","One carbon pool by folate","ALDH1L2"
"10314","THCA","One carbon pool by folate","MTHFR"
"10315","THCA","One carbon pool by folate","MTHFS"
"10316","THCA","One carbon pool by folate","ST20-MTHFS"
"10317","MESO","One carbon pool by folate","MTHFS"
"10318","MESO","One carbon pool by folate","ST20-MTHFS"
"10319","PAST","One carbon pool by folate","TYMS"
"10320","MESO","One carbon pool by folate","MTFMT"
"10321","MESO","One carbon pool by folate","AMT"
"10322","CHOL","One carbon pool by folate","ATIC"
"10323","CHOL","One carbon pool by folate","FTCD"
"10324","NSCLC","One carbon pool by folate","MTHFS"
"10325","NSCLC","One carbon pool by folate","ST20-MTHFS"
"10326","SARC","One carbon pool by folate","ST20-MTHFS"
"10327","LAML","One carbon pool by folate","DHFR"
"10328","VULVA","One carbon pool by folate","SHMT1"
"10329","ANSC","One carbon pool by folate","DHFR"
"10330","LAML","One carbon pool by folate","MTHFD1"
"10331","OV","One carbon pool by folate","DHFR"
"10332","OV","One carbon pool by folate","DHFR2"
"10333","OV","One carbon pool by folate","MTHFD1L"
"10334","LAML","One carbon pool by folate","SHMT1"
"10335","BLCA","One carbon pool by folate","DHFR2"
"10336","COADREAD","One carbon pool by folate","MTHFR"
"10337","BLCA","One carbon pool by folate","MTHFD1"
"10338","BLCA","One carbon pool by folate","MTHFD2"
"10339","BLCA","One carbon pool by folate","MTHFD2L"
"10340","BLCA","One carbon pool by folate","SHMT2"
"10341","BLCA","One carbon pool by folate","SHMT1"
"10342","BLCA","One carbon pool by folate","GART"
"10343","BLCA","One carbon pool by folate","ATIC"
"10344","BLCA","One carbon pool by folate","FTCD"
"10345","BLCA","One carbon pool by folate","MTFMT"
"10346","BLCA","One carbon pool by folate","AMT"
"10347","BLCA","One carbon pool by folate","MTR"
"10348","BLCA","One carbon pool by folate","TYMS"
"10349","BLCA","One carbon pool by folate","MTHFD1L"
"10350","BLCA","One carbon pool by folate","ALDH1L2"
"10351","LUSC","One carbon pool by folate","ALDH1L2"
"10352","LUSC","One carbon pool by folate","MTHFR"
"10353","LUSC","One carbon pool by folate","MTHFS"
"10354","LUSC","One carbon pool by folate","ST20-MTHFS"
"10355","OVT","One carbon pool by folate","AMT"
"10356","OVT","One carbon pool by folate","MTR"
"10357","COADREAD","One carbon pool by folate","MTFMT"
"10358","OVT","One carbon pool by folate","ALDH1L1"
"10359","OVT","One carbon pool by folate","ALDH1L2"
"10360","SARC","One carbon pool by folate","TYMS"
"10361","SARC","One carbon pool by folate","ALDH1L1"
"10362","BLCA","One carbon pool by folate","ALDH1L1"
"10363","SARC","One carbon pool by folate","MTHFR"
"10364","KIRP","One carbon pool by folate","DHFR"
"10365","KIRP","One carbon pool by folate","DHFR2"
"10366","COADREAD","One carbon pool by folate","ST20-MTHFS"
"10367","HNSC","One carbon pool by folate","ATIC"
"10368","LAML","One carbon pool by folate","DHFR2"
"10369","LAML","One carbon pool by folate","MTHFD1L"
"10370","HNSC","One carbon pool by folate","AMT"
"10371","HNSC","One carbon pool by folate","MTR"
"10372","HNSC","One carbon pool by folate","TYMS"
